rome,rome_label,naf,naf_label,score
H2909,Montage-assemblage mécanique,2311Z,Fabrication de verre plat,4
H2909,Montage-assemblage mécanique,2060Z,Fabrication de fibres artificielles ou synthétiques,4
H2909,Montage-assemblage mécanique,4665Z,Commerce de gros (commerce interentreprises) de mobilier de bureau,3
H2909,Montage-assemblage mécanique,3230Z,Fabrication d'articles de sport,3
H2909,Montage-assemblage mécanique,2451Z,Fonderie de fonte,3
H2909,Montage-assemblage mécanique,9525Z,Réparation d'articles d'horlogerie et de bijouterie,3
H2909,Montage-assemblage mécanique,2434Z,Tréfilage à froid,3
H2909,Montage-assemblage mécanique,2550B,"Découpage, emboutissage",3
H2909,Montage-assemblage mécanique,2365Z,Fabrication d'ouvrages en fibre-ciment,3
H2909,Montage-assemblage mécanique,2012Z,Fabrication de colorants et de pigments,3
H2909,Montage-assemblage mécanique,2892Z,Fabrication de machines pour l'extraction ou la construction,3
H2909,Montage-assemblage mécanique,3092Z,Fabrication de bicyclettes et de véhicules pour invalides,3
H2909,Montage-assemblage mécanique,2432Z,Laminage à froid de feuillards,3
H2910,Moulage sable,2451Z,Fonderie de fonte,5
H2910,Moulage sable,2453Z,Fonderie de métaux légers,2
H2910,Moulage sable,2452Z,Fonderie d'acier,1
H2910,Moulage sable,2229A,Fabrication de pièces techniques à base de matières plastiques,1
H2910,Moulage sable,7820Z,Activités des agences de travail temporaire,1
H2910,Moulage sable,8010Z,Activités de sécurité privée,1
H2910,Moulage sable,7830Z,Autre mise à disposition de ressources humaines,1
H2911,Réalisation de structures métalliques,4332B,Travaux de menuiserie métallique et serrurerie,5
H2911,Réalisation de structures métalliques,2511Z,Fabrication de structures métalliques et de parties de structures,5
H2911,Réalisation de structures métalliques,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",4
H2911,Réalisation de structures métalliques,2529Z,"Fabrication d'autres réservoirs, citernes et conteneurs métalliques",2
H2911,Réalisation de structures métalliques,3011Z,Construction de navires et de structures flottantes,2
H2911,Réalisation de structures métalliques,2920Z,Fabrication de carrosseries et remorques,1
H2911,Réalisation de structures métalliques,2562B,Mécanique industrielle,1
H2911,Réalisation de structures métalliques,4321A,Travaux d'installation électrique dans tous locaux,1
H2912,Réglage d'équipement de production industrielle,1391Z,Fabrication d'étoffes à mailles,5
H2912,Réglage d'équipement de production industrielle,2343Z,Fabrication d'isolateurs et pièces isolantes en céramique,5
H2912,Réglage d'équipement de production industrielle,2562B,Mécanique industrielle,3
H2912,Réglage d'équipement de production industrielle,2562A,Décolletage,1
H2912,Réglage d'équipement de production industrielle,2550B,"Découpage, emboutissage",1
H2912,Réglage d'équipement de production industrielle,2932Z,Fabrication d'autres équipements automobiles,1
H2912,Réglage d'équipement de production industrielle,2229A,Fabrication de pièces techniques à base de matières plastiques,1
H2912,Réglage d'équipement de production industrielle,7010Z,Activités des sièges sociaux,1
H2913,Soudage manuel,2511Z,Fabrication de structures métalliques et de parties de structures,5
H2913,Soudage manuel,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",5
H2913,Soudage manuel,0620Z,Extraction de gaz naturel,4
H2913,Soudage manuel,0230Z,Récolte de produits forestiers non ligneux poussant à l'état sauvage,4
H2913,Soudage manuel,3099Z,Fabrication d'autres équipements de transport n.c.a.,4
H2913,Soudage manuel,2530Z,"Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central",4
H2913,Soudage manuel,3011Z,Construction de navires et de structures flottantes,4
H2913,Soudage manuel,3311Z,Réparation d'ouvrages en métaux,4
H2913,Soudage manuel,2529Z,"Fabrication d'autres réservoirs, citernes et conteneurs métalliques",4
H2913,Soudage manuel,3040Z,Construction de véhicules militaires de combat,4
H2913,Soudage manuel,2822Z,Fabrication de matériel de levage et de manutention,3
H2913,Soudage manuel,2920Z,Fabrication de carrosseries et remorques,3
H2913,Soudage manuel,2550B,"Découpage, emboutissage",3
H2913,Soudage manuel,2431Z,Étirage à froid de barres,2
H2913,Soudage manuel,2599B,Fabrication d'autres articles métalliques,2
H2914,Réalisation et montage en tuyauterie,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",5
H2914,Réalisation et montage en tuyauterie,3311Z,Réparation d'ouvrages en métaux,5
H2914,Réalisation et montage en tuyauterie,0620Z,Extraction de gaz naturel,4
H2914,Réalisation et montage en tuyauterie,0112Z,Culture du riz,4
H2914,Réalisation et montage en tuyauterie,2530Z,"Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central",3
H2914,Réalisation et montage en tuyauterie,3312Z,Réparation de machines et équipements mécaniques,2
H2914,Réalisation et montage en tuyauterie,0610Z,Extraction de pétrole brut,1
H2914,Réalisation et montage en tuyauterie,3315Z,Réparation et maintenance navale,1
H2914,Réalisation et montage en tuyauterie,3011Z,Construction de navires et de structures flottantes,1
H2914,Réalisation et montage en tuyauterie,2821Z,Fabrication de fours et brûleurs,1
H2914,Réalisation et montage en tuyauterie,1920Z,Raffinage du pétrole,1
H2914,Réalisation et montage en tuyauterie,3320B,Installation de machines et équipements mécaniques,1
H2914,Réalisation et montage en tuyauterie,2529Z,"Fabrication d'autres réservoirs, citernes et conteneurs métalliques",1
H2914,Réalisation et montage en tuyauterie,0990Z,Activités de soutien aux autres industries extractives,1
H2914,Réalisation et montage en tuyauterie,2420Z,"Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier",1
H3101,Conduite d'équipement de fabrication de papier ou de carton,1712Z,Fabrication de papier et de carton,5
H3101,Conduite d'équipement de fabrication de papier ou de carton,1721A,Fabrication de carton ondulé,4
H3101,Conduite d'équipement de fabrication de papier ou de carton,1722Z,Fabrication d'articles en papier à usage sanitaire ou domestique,1
H3101,Conduite d'équipement de fabrication de papier ou de carton,1812Z,Autre imprimerie (labeur),1
H3101,Conduite d'équipement de fabrication de papier ou de carton,7010Z,Activités des sièges sociaux,1
H3101,Conduite d'équipement de fabrication de papier ou de carton,8411Z,Administration publique générale,1
H3102,Conduite d'installation de pâte à papier,1711Z,Fabrication de pâte à papier,5
H3102,Conduite d'installation de pâte à papier,1712Z,Fabrication de papier et de carton,3
H3102,Conduite d'installation de pâte à papier,4759A,Commerce de détail de meubles,1
H3102,Conduite d'installation de pâte à papier,3811Z,Collecte des déchets non dangereux,1
H3102,Conduite d'installation de pâte à papier,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,1
H3102,Conduite d'installation de pâte à papier,1082Z,"Fabrication de cacao, chocolat et de produits de confiserie",1
H3102,Conduite d'installation de pâte à papier,4672Z,Commerce de gros (commerce interentreprises) de minerais et métaux,1
H3102,Conduite d'installation de pâte à papier,3700Z,Collecte et traitement des eaux usées,1
H3102,Conduite d'installation de pâte à papier,2016Z,Fabrication de matières plastiques de base,1
H3102,Conduite d'installation de pâte à papier,6810Z,Activités des marchands de biens immobiliers,1
H3102,Conduite d'installation de pâte à papier,2592Z,Fabrication d'emballages métalliques légers,1
H3102,Conduite d'installation de pâte à papier,2452Z,Fonderie d'acier,1
H3102,Conduite d'installation de pâte à papier,1722Z,Fabrication d'articles en papier à usage sanitaire ou domestique,1
H3102,Conduite d'installation de pâte à papier,2433Z,Profilage à froid par formage ou pliage,1
H3102,Conduite d'installation de pâte à papier,1723Z,Fabrication d'articles de papeterie,1
H3201,Conduite d'équipement de formage des plastiques et caoutchoucs,2229A,Fabrication de pièces techniques à base de matières plastiques,5
H3201,Conduite d'équipement de formage des plastiques et caoutchoucs,2222Z,Fabrication d'emballages en matières plastiques,4
H3201,Conduite d'équipement de formage des plastiques et caoutchoucs,2229B,Fabrication de produits de consommation courante en matières plastiques,3
H3201,Conduite d'équipement de formage des plastiques et caoutchoucs,2211Z,Fabrication et rechapage de pneumatiques,3
H3201,Conduite d'équipement de formage des plastiques et caoutchoucs,2221Z,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques",3
H3201,Conduite d'équipement de formage des plastiques et caoutchoucs,3240Z,Fabrication de jeux et jouets,2
H3201,Conduite d'équipement de formage des plastiques et caoutchoucs,3250B,Fabrication de lunettes,2
H3201,Conduite d'équipement de formage des plastiques et caoutchoucs,2571Z,Fabrication de coutellerie,2
H3201,Conduite d'équipement de formage des plastiques et caoutchoucs,2219Z,Fabrication d'autres articles en caoutchouc,1
H3201,Conduite d'équipement de formage des plastiques et caoutchoucs,2932Z,Fabrication d'autres équipements automobiles,1
H3202,Réglage d'équipement de formage des plastiques et caoutchoucs,2229B,Fabrication de produits de consommation courante en matières plastiques,5
H3202,Réglage d'équipement de formage des plastiques et caoutchoucs,2591Z,Fabrication de fûts et emballages métalliques similaires,4
H3202,Réglage d'équipement de formage des plastiques et caoutchoucs,2824Z,Fabrication d'outillage portatif à moteur incorporé,4
H3202,Réglage d'équipement de formage des plastiques et caoutchoucs,2229A,Fabrication de pièces techniques à base de matières plastiques,4
H3202,Réglage d'équipement de formage des plastiques et caoutchoucs,2222Z,Fabrication d'emballages en matières plastiques,2
H3202,Réglage d'équipement de formage des plastiques et caoutchoucs,2221Z,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques",1
H3202,Réglage d'équipement de formage des plastiques et caoutchoucs,2932Z,Fabrication d'autres équipements automobiles,1
H3203,Fabrication de pièces en matériaux composites,3012Z,Construction de bateaux de plaisance,5
H3203,Fabrication de pièces en matériaux composites,2229A,Fabrication de pièces techniques à base de matières plastiques,1
H3203,Fabrication de pièces en matériaux composites,3030Z,Construction aéronautique et spatiale,1
H3203,Fabrication de pièces en matériaux composites,2223Z,Fabrication d'éléments en matières plastiques pour la construction,1
H3203,Fabrication de pièces en matériaux composites,7112B,"Ingénierie, études techniques",1
H3301,Conduite d'équipement de conditionnement,2591Z,Fabrication de fûts et emballages métalliques similaires,5
H3301,Conduite d'équipement de conditionnement,1396Z,Fabrication d'autres textiles techniques et industriels,2
H3301,Conduite d'équipement de conditionnement,2311Z,Fabrication de verre plat,2
H3301,Conduite d'équipement de conditionnement,4624Z,Commerce de gros (commerce interentreprises) de cuirs et peaux,2
H3301,Conduite d'équipement de conditionnement,2016Z,Fabrication de matières plastiques de base,2
H3301,Conduite d'équipement de conditionnement,2222Z,Fabrication d'emballages en matières plastiques,2
H3301,Conduite d'équipement de conditionnement,2599A,Fabrication d'articles métalliques ménagers,2
H3301,Conduite d'équipement de conditionnement,1039A,Autre transformation et conservation de légumes,2
H3301,Conduite d'équipement de conditionnement,2442Z,Métallurgie de l'aluminium,2
H3301,Conduite d'équipement de conditionnement,1820Z,Reproduction d'enregistrements,2
H3301,Conduite d'équipement de conditionnement,2680Z,Fabrication de supports magnétiques et optiques,2
H3301,Conduite d'équipement de conditionnement,2446Z,Élaboration et transformation de matières nucléaires,2
H3301,Conduite d'équipement de conditionnement,2041Z,"Fabrication de savons, détergents et produits d'entretien",2
H3301,Conduite d'équipement de conditionnement,1072Z,"Fabrication de biscuits, biscottes et pâtisseries de conservation",2
H3301,Conduite d'équipement de conditionnement,2110Z,Fabrication de produits pharmaceutiques de base,2
H3302,"Opérations manuelles d'assemblage, tri ou emballage",2343Z,Fabrication d'isolateurs et pièces isolantes en céramique,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",3091Z,Fabrication de motocycles,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",2313Z,Fabrication de verre creux,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",8292Z,Activités de conditionnement,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",2060Z,Fabrication de fibres artificielles ou synthétiques,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",2319Z,"Fabrication et façonnage d'autres articles en verre, y compris verre technique",5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",3291Z,Fabrication d'articles de brosserie,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",1031Z,Transformation et conservation de pommes de terre,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",2219Z,Fabrication d'autres articles en caoutchouc,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",1082Z,"Fabrication de cacao, chocolat et de produits de confiserie",5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",2571Z,Fabrication de coutellerie,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",2432Z,Laminage à froid de feuillards,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",0312Z,Pêche en eau douce,5
H3302,"Opérations manuelles d'assemblage, tri ou emballage",1103Z,Fabrication de cidre et de vins de fruits,4
H3302,"Opérations manuelles d'assemblage, tri ou emballage",1071A,Fabrication industrielle de pain et de pâtisserie fraîche,4
H3303,"Préparation de matières et produits industriels (broyage, mélange, ...)",2053Z,Fabrication d'huiles essentielles,5
H3303,"Préparation de matières et produits industriels (broyage, mélange, ...)",4621Z,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",1
H3303,"Préparation de matières et produits industriels (broyage, mélange, ...)",2120Z,Fabrication de préparations pharmaceutiques,1
H3401,Conduite de traitement d'abrasion de surface,2451Z,Fonderie de fonte,5
H3401,Conduite de traitement d'abrasion de surface,2550A,"Forge, estampage, matriçage ; métallurgie des poudres",5
H3401,Conduite de traitement d'abrasion de surface,2452Z,Fonderie d'acier,4
H3401,Conduite de traitement d'abrasion de surface,3212Z,Fabrication d'articles de joaillerie et bijouterie,4
H3401,Conduite de traitement d'abrasion de surface,3213Z,Fabrication d'articles de bijouterie fantaisie et articles similaires,3
H3401,Conduite de traitement d'abrasion de surface,2752Z,Fabrication d'appareils ménagers non électriques,3
H3401,Conduite de traitement d'abrasion de surface,2652Z,Horlogerie,3
H3401,Conduite de traitement d'abrasion de surface,2561Z,Traitement et revêtement des métaux,2
H3401,Conduite de traitement d'abrasion de surface,2453Z,Fonderie de métaux légers,1
H3401,Conduite de traitement d'abrasion de surface,2562B,Mécanique industrielle,1
H3401,Conduite de traitement d'abrasion de surface,7830Z,Autre mise à disposition de ressources humaines,1
H3402,Conduite de traitement par dépôt de surface,2561Z,Traitement et revêtement des métaux,5
H3402,Conduite de traitement par dépôt de surface,2550B,"Découpage, emboutissage",1
H3402,Conduite de traitement par dépôt de surface,3030Z,Construction aéronautique et spatiale,1
H3402,Conduite de traitement par dépôt de surface,2932Z,Fabrication d'autres équipements automobiles,1
H3402,Conduite de traitement par dépôt de surface,8899B,Action sociale sans hébergement n.c.a.,1
H3402,Conduite de traitement par dépôt de surface,7830Z,Autre mise à disposition de ressources humaines,1
H3403,Conduite de traitement thermique,2550A,"Forge, estampage, matriçage ; métallurgie des poudres",5
H3403,Conduite de traitement thermique,2561Z,Traitement et revêtement des métaux,5
H3403,Conduite de traitement thermique,2562B,Mécanique industrielle,5
H3403,Conduite de traitement thermique,2454Z,Fonderie d'autres métaux non ferreux,1
H3403,Conduite de traitement thermique,2452Z,Fonderie d'acier,1
H3403,Conduite de traitement thermique,2711Z,"Fabrication de moteurs, génératrices et transformateurs électriques",1
H3403,Conduite de traitement thermique,2410Z,Sidérurgie,1
H3403,Conduite de traitement thermique,2932Z,Fabrication d'autres équipements automobiles,1
H3403,Conduite de traitement thermique,4673A,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,1
H3403,Conduite de traitement thermique,7010Z,Activités des sièges sociaux,1
H3404,Peinture industrielle,2561Z,Traitement et revêtement des métaux,5
H3404,Peinture industrielle,4612A,Centrales d'achat de carburant,2
H3404,Peinture industrielle,3316Z,Réparation et maintenance d'aéronefs et d'engins spatiaux,2
H3404,Peinture industrielle,3040Z,Construction de véhicules militaires de combat,2
H3404,Peinture industrielle,3109A,Fabrication de sièges d'ameublement d'intérieur,2
H3404,Peinture industrielle,2895Z,Fabrication de machines pour les industries du papier et du carton,2
H3404,Peinture industrielle,4334Z,Travaux de peinture et vitrerie,2
H3404,Peinture industrielle,2920Z,Fabrication de carrosseries et remorques,1
H3404,Peinture industrielle,3030Z,Construction aéronautique et spatiale,1
H3404,Peinture industrielle,2511Z,Fabrication de structures métalliques et de parties de structures,1
H3404,Peinture industrielle,2229A,Fabrication de pièces techniques à base de matières plastiques,1
I1101,Direction et ingénierie en entretien infrastructure et bâti,7112B,"Ingénierie, études techniques",5
I1101,Direction et ingénierie en entretien infrastructure et bâti,8411Z,Administration publique générale,5
I1101,Direction et ingénierie en entretien infrastructure et bâti,6820A,Location de logements,1
I1101,Direction et ingénierie en entretien infrastructure et bâti,4322B,Travaux d'installation d'équipements thermiques et de climatisation,1
I1101,Direction et ingénierie en entretien infrastructure et bâti,4120B,Construction d'autres bâtiments,1
I1101,Direction et ingénierie en entretien infrastructure et bâti,4321A,Travaux d'installation électrique dans tous locaux,1
I1101,Direction et ingénierie en entretien infrastructure et bâti,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
I1101,Direction et ingénierie en entretien infrastructure et bâti,5510Z,Hôtels et hébergement similaire,1
I1102,Management et ingénierie de maintenance industrielle,2896Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,5
I1102,Management et ingénierie de maintenance industrielle,7112B,"Ingénierie, études techniques",5
I1102,Management et ingénierie de maintenance industrielle,3312Z,Réparation de machines et équipements mécaniques,1
I1102,Management et ingénierie de maintenance industrielle,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,1
I1102,Management et ingénierie de maintenance industrielle,4322B,Travaux d'installation d'équipements thermiques et de climatisation,1
I1102,Management et ingénierie de maintenance industrielle,4321A,Travaux d'installation électrique dans tous locaux,1
I1103,Supervision d'entretien et gestion de véhicules,4519Z,Commerce d'autres véhicules automobiles,5
I1103,Supervision d'entretien et gestion de véhicules,0128Z,"Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques",4
I1103,Supervision d'entretien et gestion de véhicules,7120A,Contrôle technique automobile,4
I1103,Supervision d'entretien et gestion de véhicules,4511Z,Commerce de voitures et de véhicules automobiles légers,4
I1103,Supervision d'entretien et gestion de véhicules,4932Z,Transports de voyageurs par taxis,4
I1103,Supervision d'entretien et gestion de véhicules,4520A,Entretien et réparation de véhicules automobiles légers,4
I1103,Supervision d'entretien et gestion de véhicules,4532Z,Commerce de détail d'équipements automobiles,1
I1103,Supervision d'entretien et gestion de véhicules,4941A,Transports routiers de fret interurbains,1
I1201,Entretien d'affichage et mobilier urbain,2680Z,Fabrication de supports magnétiques et optiques,5
I1201,Entretien d'affichage et mobilier urbain,7311Z,Activités des agences de publicité,2
I1201,Entretien d'affichage et mobilier urbain,1813Z,Activités de pré-presse,1
I1201,Entretien d'affichage et mobilier urbain,7312Z,Régie publicitaire de médias,1
I1201,Entretien d'affichage et mobilier urbain,1812Z,Autre imprimerie (labeur),1
I1201,Entretien d'affichage et mobilier urbain,4941B,Transports routiers de fret de proximité,1
I1201,Entretien d'affichage et mobilier urbain,8121Z,Nettoyage courant des bâtiments,1
I1201,Entretien d'affichage et mobilier urbain,5610A,Restauration traditionnelle,1
I1202,Entretien et surveillance du tracé routier,8411Z,Administration publique générale,5
I1202,Entretien et surveillance du tracé routier,5221Z,Services auxiliaires des transports terrestres,1
I1202,Entretien et surveillance du tracé routier,3811Z,Collecte des déchets non dangereux,1
I1202,Entretien et surveillance du tracé routier,4211Z,Construction de routes et autoroutes,1
I1202,Entretien et surveillance du tracé routier,8899B,Action sociale sans hébergement n.c.a.,1
I1202,Entretien et surveillance du tracé routier,7830Z,Autre mise à disposition de ressources humaines,1
I1202,Entretien et surveillance du tracé routier,8121Z,Nettoyage courant des bâtiments,1
I1202,Entretien et surveillance du tracé routier,8010Z,Activités de sécurité privée,1
I1203,Maintenance des bâtiments et des locaux,2824Z,Fabrication d'outillage portatif à moteur incorporé,5
I1203,Maintenance des bâtiments et des locaux,5530Z,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,3
I1203,Maintenance des bâtiments et des locaux,5520Z,Hébergement touristique et autre hébergement de courte durée,3
I1203,Maintenance des bâtiments et des locaux,3530Z,Production et distribution de vapeur et d'air conditionné,2
I1203,Maintenance des bâtiments et des locaux,2434Z,Tréfilage à froid,2
I1203,Maintenance des bâtiments et des locaux,2441Z,Production de métaux précieux,2
I1203,Maintenance des bâtiments et des locaux,2320Z,Fabrication de produits réfractaires,2
I1203,Maintenance des bâtiments et des locaux,9522Z,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,2
I1203,Maintenance des bâtiments et des locaux,0610Z,Extraction de pétrole brut,2
I1203,Maintenance des bâtiments et des locaux,2365Z,Fabrication d'ouvrages en fibre-ciment,2
I1203,Maintenance des bâtiments et des locaux,2369Z,"Fabrication d'autres ouvrages en béton, en ciment ou en plâtre",2
I1203,Maintenance des bâtiments et des locaux,4624Z,Commerce de gros (commerce interentreprises) de cuirs et peaux,2
I1203,Maintenance des bâtiments et des locaux,3211Z,Frappe de monnaie,2
I1203,Maintenance des bâtiments et des locaux,8110Z,Activités combinées de soutien lié aux bâtiments,2
I1203,Maintenance des bâtiments et des locaux,5222Z,Services auxiliaires des transports par eau,2
I1301,Installation et maintenance d'ascenseurs,4329B,Autres travaux d'installation n.c.a.,5
I1301,Installation et maintenance d'ascenseurs,2899A,Fabrication de machines d'imprimerie,2
I1301,Installation et maintenance d'ascenseurs,4939C,Téléphériques et remontées mécaniques,1
I1301,Installation et maintenance d'ascenseurs,2822Z,Fabrication de matériel de levage et de manutention,1
I1301,Installation et maintenance d'ascenseurs,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,1
I1301,Installation et maintenance d'ascenseurs,4321A,Travaux d'installation électrique dans tous locaux,1
I1302,Installation et maintenance d'automatismes,3099Z,Fabrication d'autres équipements de transport n.c.a.,5
I1302,Installation et maintenance d'automatismes,2891Z,Fabrication de machines pour la métallurgie,5
I1302,Installation et maintenance d'automatismes,1041B,Fabrication d'huiles et graisses raffinées,5
I1302,Installation et maintenance d'automatismes,1811Z,Imprimerie de journaux,5
I1302,Installation et maintenance d'automatismes,2446Z,Élaboration et transformation de matières nucléaires,5
I1302,Installation et maintenance d'automatismes,3521Z,Production de combustibles gazeux,5
I1302,Installation et maintenance d'automatismes,4662Z,Commerce de gros (commerce interentreprises) de machines-outils,5
I1302,Installation et maintenance d'automatismes,2821Z,Fabrication de fours et brûleurs,5
I1302,Installation et maintenance d'automatismes,3314Z,Réparation d'équipements électriques,5
I1302,Installation et maintenance d'automatismes,3320C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,5
I1302,Installation et maintenance d'automatismes,4321A,Travaux d'installation électrique dans tous locaux,3
I1302,Installation et maintenance d'automatismes,3312Z,Réparation de machines et équipements mécaniques,1
I1302,Installation et maintenance d'automatismes,7112B,"Ingénierie, études techniques",1
I1303,Installation et maintenance de distributeurs automatiques,4799B,"Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.",5
I1303,Installation et maintenance de distributeurs automatiques,8421Z,Affaires étrangères,2
I1303,Installation et maintenance de distributeurs automatiques,8010Z,Activités de sécurité privée,1
I1303,Installation et maintenance de distributeurs automatiques,4941B,Transports routiers de fret de proximité,1
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2446Z,Élaboration et transformation de matières nucléaires,5
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3314Z,Réparation d'équipements électriques,5
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2899A,Fabrication de machines d'imprimerie,5
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3521Z,Production de combustibles gazeux,5
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2824Z,Fabrication d'outillage portatif à moteur incorporé,4
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2311Z,Fabrication de verre plat,4
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3530Z,Production et distribution de vapeur et d'air conditionné,4
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1722Z,Fabrication d'articles en papier à usage sanitaire ou domestique,4
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1092Z,Fabrication d'aliments pour animaux de compagnie,4
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2849Z,Fabrication d'autres machines-outils,4
I1304,Installation et maintenance d'équipements industriels et d'exploitation,1395Z,"Fabrication de non-tissés, sauf habillement",4
I1304,Installation et maintenance d'équipements industriels et d'exploitation,4950Z,Transports par conduites,4
I1304,Installation et maintenance d'équipements industriels et d'exploitation,3320C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,4
I1304,Installation et maintenance d'équipements industriels et d'exploitation,2899B,Fabrication d'autres machines spécialisées,4
I1304,Installation et maintenance d'équipements industriels et d'exploitation,0910Z,Activités de soutien à l'extraction d'hydrocarbures,4
I1305,Installation et maintenance électronique,2670Z,Fabrication de matériels optique et photographique,5
I1305,Installation et maintenance électronique,3313Z,Réparation de matériels électroniques et optiques,5
I1305,Installation et maintenance électronique,2651A,Fabrication d'équipements d'aide à la navigation,5
I1305,Installation et maintenance électronique,2060Z,Fabrication de fibres artificielles ou synthétiques,5
I1305,Installation et maintenance électronique,2660Z,"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques",5
I1305,Installation et maintenance électronique,2612Z,Fabrication de cartes électroniques assemblées,5
I1305,Installation et maintenance électronique,3521Z,Production de combustibles gazeux,5
I1305,Installation et maintenance électronique,9521Z,Réparation de produits électroniques grand public,5
I1305,Installation et maintenance électronique,2620Z,Fabrication d'ordinateurs et d'équipements périphériques,5
I1305,Installation et maintenance électronique,2441Z,Production de métaux précieux,5
I1305,Installation et maintenance électronique,2630Z,Fabrication d'équipements de communication,5
I1305,Installation et maintenance électronique,4321A,Travaux d'installation électrique dans tous locaux,3
I1305,Installation et maintenance électronique,7112B,"Ingénierie, études techniques",1
I1305,Installation et maintenance électronique,6202A,Conseil en systèmes et logiciels informatiques,1
I1306,"Installation et maintenance en froid, conditionnement d'air",3320B,Installation de machines et équipements mécaniques,5
I1306,"Installation et maintenance en froid, conditionnement d'air",3530Z,Production et distribution de vapeur et d'air conditionné,5
I1306,"Installation et maintenance en froid, conditionnement d'air",4322B,Travaux d'installation d'équipements thermiques et de climatisation,4
I1306,"Installation et maintenance en froid, conditionnement d'air",2825Z,Fabrication d'équipements aérauliques et frigorifiques industriels,3
I1306,"Installation et maintenance en froid, conditionnement d'air",4669C,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,1
I1306,"Installation et maintenance en froid, conditionnement d'air",9522Z,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,1
I1306,"Installation et maintenance en froid, conditionnement d'air",3312Z,Réparation de machines et équipements mécaniques,1
I1306,"Installation et maintenance en froid, conditionnement d'air",4322A,Travaux d'installation d'eau et de gaz en tous locaux,1
I1306,"Installation et maintenance en froid, conditionnement d'air",4321A,Travaux d'installation électrique dans tous locaux,1
I1307,Installation et maintenance télécoms et courants faibles,6190Z,Autres activités de télécommunication,5
I1307,Installation et maintenance télécoms et courants faibles,6110Z,Télécommunications filaires,4
I1307,Installation et maintenance télécoms et courants faibles,4222Z,Construction de réseaux électriques et de télécommunications,4
I1307,Installation et maintenance télécoms et courants faibles,6530Z,Caisses de retraite,3
I1307,Installation et maintenance télécoms et courants faibles,4321A,Travaux d'installation électrique dans tous locaux,3
I1307,Installation et maintenance télécoms et courants faibles,3320D,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",2
I1307,Installation et maintenance télécoms et courants faibles,2630Z,Fabrication d'équipements de communication,2
I1307,Installation et maintenance télécoms et courants faibles,9512Z,Réparation d'équipements de communication,2
I1307,Installation et maintenance télécoms et courants faibles,6130Z,Télécommunications par satellite,2
I1307,Installation et maintenance télécoms et courants faibles,6120Z,Télécommunications sans fil,2
I1307,Installation et maintenance télécoms et courants faibles,2824Z,Fabrication d'outillage portatif à moteur incorporé,2
I1307,Installation et maintenance télécoms et courants faibles,8020Z,Activités liées aux systèmes de sécurité,2
