rome,rome_label,naf,naf_label,score
H1404,Intervention technique en méthodes et industrialisation,2573A,Fabrication de moules et modèles,1.0
H1404,Intervention technique en méthodes et industrialisation,2573B,Fabrication d'autres outillages,1.0
H1404,Intervention technique en méthodes et industrialisation,2431Z,Étirage à froid de barres,1.0
H1404,Intervention technique en méthodes et industrialisation,2352Z,Fabrication de chaux et plâtre,1.0
H1404,Intervention technique en méthodes et industrialisation,2344Z,Fabrication d'autres produits céramiques à usage technique,1.0
H1404,Intervention technique en méthodes et industrialisation,3030Z,Construction aéronautique et spatiale,1.0
H1404,Intervention technique en méthodes et industrialisation,2219Z,Fabrication d'autres articles en caoutchouc,1.0
H1404,Intervention technique en méthodes et industrialisation,2550B,"Découpage, emboutissage",1.0
H1404,Intervention technique en méthodes et industrialisation,2932Z,Fabrication d'autres équipements automobiles,1.0
H1404,Intervention technique en méthodes et industrialisation,2229A,Fabrication de pièces techniques à base de matières plastiques,1.0
H1502,Management et ingénierie qualité industrielle,2120Z,Fabrication de préparations pharmaceutiques,2.0
H1502,Management et ingénierie qualité industrielle,7120B,"Analyses, essais et inspections techniques",2.0
H1502,Management et ingénierie qualité industrielle,2680Z,Fabrication de supports magnétiques et optiques,1.0
H1502,Management et ingénierie qualité industrielle,2110Z,Fabrication de produits pharmaceutiques de base,1.0
H1502,Management et ingénierie qualité industrielle,7112B,"Ingénierie, études techniques",1.0
H1502,Management et ingénierie qualité industrielle,3030Z,Construction aéronautique et spatiale,1.0
H1502,Management et ingénierie qualité industrielle,1051D,Fabrication d'autres produits laitiers,1.0
H1502,Management et ingénierie qualité industrielle,1051B,Fabrication de beurre,1.0
H1502,Management et ingénierie qualité industrielle,1086Z,Fabrication d'aliments homogénéisés et diététiques,1.0
H1502,Management et ingénierie qualité industrielle,2343Z,Fabrication d'isolateurs et pièces isolantes en céramique,1.0
H1502,Management et ingénierie qualité industrielle,1106Z,Fabrication de malt,1.0
H1502,Management et ingénierie qualité industrielle,2017Z,Fabrication de caoutchouc synthétique,1.0
H1502,Management et ingénierie qualité industrielle,1041A,Fabrication d'huiles et graisses brutes,1.0
H1502,Management et ingénierie qualité industrielle,4611Z,"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis",1.0
H1502,Management et ingénierie qualité industrielle,7211Z,Recherche-développement en biotechnologie,1.0
H1503,Intervention technique en laboratoire d'analyse industrielle,7120B,"Analyses, essais et inspections techniques",3.0
H1503,Intervention technique en laboratoire d'analyse industrielle,8690C,Centres de collecte et banques d'organes,3.0
H1503,Intervention technique en laboratoire d'analyse industrielle,2014Z,Fabrication d'autres produits chimiques organiques de base,3.0
H1503,Intervention technique en laboratoire d'analyse industrielle,2120Z,Fabrication de préparations pharmaceutiques,3.0
H1503,Intervention technique en laboratoire d'analyse industrielle,2110Z,Fabrication de produits pharmaceutiques de base,2.0
H1503,Intervention technique en laboratoire d'analyse industrielle,2013B,Fabrication d'autres produits chimiques inorganiques de base n.c.a.,2.0
H1503,Intervention technique en laboratoire d'analyse industrielle,2042Z,Fabrication de parfums et de produits pour la toilette,2.0
H1503,Intervention technique en laboratoire d'analyse industrielle,2013A,Enrichissement et retraitement de matières nucléaires,2.0
H1503,Intervention technique en laboratoire d'analyse industrielle,8690B,Laboratoires d'analyses médicales,2.0
H1503,Intervention technique en laboratoire d'analyse industrielle,2017Z,Fabrication de caoutchouc synthétique,2.0
H1503,Intervention technique en laboratoire d'analyse industrielle,7219Z,Recherche-développement en autres sciences physiques et naturelles,2.0
H1503,Intervention technique en laboratoire d'analyse industrielle,2446Z,Élaboration et transformation de matières nucléaires,2.0
H1503,Intervention technique en laboratoire d'analyse industrielle,1062Z,Fabrication de produits amylacés,2.0
H1503,Intervention technique en laboratoire d'analyse industrielle,7211Z,Recherche-développement en biotechnologie,2.0
H1503,Intervention technique en laboratoire d'analyse industrielle,1106Z,Fabrication de malt,2.0
H1504,Intervention technique en contrôle essai qualité en électricité et électronique,2612Z,Fabrication de cartes électroniques assemblées,2.0
H1504,Intervention technique en contrôle essai qualité en électricité et électronique,2731Z,Fabrication de câbles de fibres optiques,1.0
H1504,Intervention technique en contrôle essai qualité en électricité et électronique,0893Z,Production de sel,1.0
H1504,Intervention technique en contrôle essai qualité en électricité et électronique,2849Z,Fabrication d'autres machines-outils,1.0
H1504,Intervention technique en contrôle essai qualité en électricité et électronique,2899A,Fabrication de machines d'imprimerie,1.0
H1504,Intervention technique en contrôle essai qualité en électricité et électronique,9521Z,Réparation de produits électroniques grand public,1.0
H1504,Intervention technique en contrôle essai qualité en électricité et électronique,3320C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,1.0
H1504,Intervention technique en contrôle essai qualité en électricité et électronique,2651B,Fabrication d'instrumentation scientifique et technique,1.0
H1504,Intervention technique en contrôle essai qualité en électricité et électronique,2611Z,Fabrication de composants électroniques,1.0
H1505,Intervention technique en formulation et analyse sensorielle,2053Z,Fabrication d'huiles essentielles,2.0
H1506,Intervention technique qualité en mécanique et travail des métaux,2343Z,Fabrication d'isolateurs et pièces isolantes en céramique,2.0
H1506,Intervention technique qualité en mécanique et travail des métaux,2562A,Décolletage,2.0
H1506,Intervention technique qualité en mécanique et travail des métaux,3030Z,Construction aéronautique et spatiale,2.0
H1506,Intervention technique qualité en mécanique et travail des métaux,0610Z,Extraction de pétrole brut,1.0
H1506,Intervention technique qualité en mécanique et travail des métaux,2896Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,1.0
H1506,Intervention technique qualité en mécanique et travail des métaux,2452Z,Fonderie d'acier,1.0
H1506,Intervention technique qualité en mécanique et travail des métaux,2434Z,Tréfilage à froid,1.0
H1506,Intervention technique qualité en mécanique et travail des métaux,2594Z,Fabrication de vis et de boulons,1.0
H1506,Intervention technique qualité en mécanique et travail des métaux,2895Z,Fabrication de machines pour les industries du papier et du carton,1.0
H1506,Intervention technique qualité en mécanique et travail des métaux,7120B,"Analyses, essais et inspections techniques",1.0
H1506,Intervention technique qualité en mécanique et travail des métaux,2562B,Mécanique industrielle,1.0
H2101,Abattage et découpe des viandes,1011Z,Transformation et conservation de la viande de boucherie,3.0
H2101,Abattage et découpe des viandes,1012Z,Transformation et conservation de la viande de volaille,2.0
H2101,Abattage et découpe des viandes,1013A,Préparation industrielle de produits à base de viande,1.0
H2102,Conduite d'équipement de production alimentaire,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",4.0
H2102,Conduite d'équipement de production alimentaire,1012Z,Transformation et conservation de la viande de volaille,4.0
H2102,Conduite d'équipement de production alimentaire,1039A,Autre transformation et conservation de légumes,4.0
H2102,Conduite d'équipement de production alimentaire,1051D,Fabrication d'autres produits laitiers,3.0
H2102,Conduite d'équipement de production alimentaire,1082Z,"Fabrication de cacao, chocolat et de produits de confiserie",3.0
H2102,Conduite d'équipement de production alimentaire,1085Z,Fabrication de plats préparés,3.0
H2102,Conduite d'équipement de production alimentaire,1013A,Préparation industrielle de produits à base de viande,3.0
H2102,Conduite d'équipement de production alimentaire,1011Z,Transformation et conservation de la viande de boucherie,3.0
H2102,Conduite d'équipement de production alimentaire,1071A,Fabrication industrielle de pain et de pâtisserie fraîche,3.0
H2102,Conduite d'équipement de production alimentaire,1072Z,"Fabrication de biscuits, biscottes et pâtisseries de conservation",2.0
H2102,Conduite d'équipement de production alimentaire,1083Z,Transformation du thé et du café,2.0
H2102,Conduite d'équipement de production alimentaire,1052Z,Fabrication de glaces et sorbets,2.0
H2102,Conduite d'équipement de production alimentaire,1081Z,Fabrication de sucre,2.0
H2102,Conduite d'équipement de production alimentaire,1039B,Transformation et conservation de fruits,2.0
H2102,Conduite d'équipement de production alimentaire,1061B,Autres activités du travail des grains,2.0
H2201,Assemblage d'ouvrages en bois,3319Z,Réparation d'autres équipements,2.0
H2201,Assemblage d'ouvrages en bois,1624Z,Fabrication d'emballages en bois,1.0
H2202,Conduite d'équipement de fabrication de l'ameublement et du bois,3109A,Fabrication de sièges d'ameublement d'intérieur,1.0
H2202,Conduite d'équipement de fabrication de l'ameublement et du bois,1622Z,Fabrication de parquets assemblés,1.0
H2202,Conduite d'équipement de fabrication de l'ameublement et du bois,1820Z,Reproduction d'enregistrements,1.0
H2202,Conduite d'équipement de fabrication de l'ameublement et du bois,3109B,Fabrication d'autres meubles et industries connexes de l'ameublement,1.0
H2202,Conduite d'équipement de fabrication de l'ameublement et du bois,1623Z,Fabrication de charpentes et d'autres menuiseries,1.0
H2202,Conduite d'équipement de fabrication de l'ameublement et du bois,3101Z,Fabrication de meubles de bureau et de magasin,1.0
H2202,Conduite d'équipement de fabrication de l'ameublement et du bois,1624Z,Fabrication d'emballages en bois,1.0
H2205,Première transformation de bois d'oeuvre,1610A,"Sciage et rabotage du bois, hors imprégnation",2.0
H2205,Première transformation de bois d'oeuvre,0220Z,Exploitation forestière,1.0
H2205,Première transformation de bois d'oeuvre,1624Z,Fabrication d'emballages en bois,1.0
H2206,Réalisation de menuiserie bois et tonnellerie,3101Z,Fabrication de meubles de bureau et de magasin,4.0
H2206,Réalisation de menuiserie bois et tonnellerie,1623Z,Fabrication de charpentes et d'autres menuiseries,4.0
H2206,Réalisation de menuiserie bois et tonnellerie,3109B,Fabrication d'autres meubles et industries connexes de l'ameublement,4.0
H2206,Réalisation de menuiserie bois et tonnellerie,4332C,Agencement de lieux de vente,4.0
H2206,Réalisation de menuiserie bois et tonnellerie,4332A,Travaux de menuiserie bois et PVC,4.0
H2206,Réalisation de menuiserie bois et tonnellerie,0312Z,Pêche en eau douce,3.0
H2206,Réalisation de menuiserie bois et tonnellerie,0163Z,Traitement primaire des récoltes,3.0
H2206,Réalisation de menuiserie bois et tonnellerie,1724Z,Fabrication de papiers peints,3.0
H2206,Réalisation de menuiserie bois et tonnellerie,3012Z,Construction de bateaux de plaisance,3.0
H2206,Réalisation de menuiserie bois et tonnellerie,2223Z,Fabrication d'éléments en matières plastiques pour la construction,3.0
H2206,Réalisation de menuiserie bois et tonnellerie,4332B,Travaux de menuiserie métallique et serrurerie,3.0
H2206,Réalisation de menuiserie bois et tonnellerie,4391A,Travaux de charpente,3.0
H2206,Réalisation de menuiserie bois et tonnellerie,1624Z,Fabrication d'emballages en bois,2.0
H2206,Réalisation de menuiserie bois et tonnellerie,2823Z,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),2.0
H2206,Réalisation de menuiserie bois et tonnellerie,9524Z,Réparation de meubles et d'équipements du foyer,2.0
H2207,Réalisation de meubles en bois,3101Z,Fabrication de meubles de bureau et de magasin,3.0
H2207,Réalisation de meubles en bois,3109B,Fabrication d'autres meubles et industries connexes de l'ameublement,3.0
H2207,Réalisation de meubles en bois,9524Z,Réparation de meubles et d'équipements du foyer,2.0
H2207,Réalisation de meubles en bois,4612A,Centrales d'achat de carburant,2.0
H2207,Réalisation de meubles en bois,4332A,Travaux de menuiserie bois et PVC,2.0
H2207,Réalisation de meubles en bois,1623Z,Fabrication de charpentes et d'autres menuiseries,2.0
H2207,Réalisation de meubles en bois,3012Z,Construction de bateaux de plaisance,2.0
H2207,Réalisation de meubles en bois,4332C,Agencement de lieux de vente,2.0
H2207,Réalisation de meubles en bois,1629Z,"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie",1.0
H2207,Réalisation de meubles en bois,3109A,Fabrication de sièges d'ameublement d'intérieur,1.0
H2207,Réalisation de meubles en bois,3102Z,Fabrication de meubles de cuisine,1.0
H2207,Réalisation de meubles en bois,3220Z,Fabrication d'instruments de musique,1.0
H2207,Réalisation de meubles en bois,2441Z,Production de métaux précieux,1.0
H2208,Réalisation d'ouvrages décoratifs en bois,1629Z,"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie",1.0
H2209,Intervention technique en ameublement et bois,3101Z,Fabrication de meubles de bureau et de magasin,1.0
H2209,Intervention technique en ameublement et bois,3109B,Fabrication d'autres meubles et industries connexes de l'ameublement,1.0
H2209,Intervention technique en ameublement et bois,1623Z,Fabrication de charpentes et d'autres menuiseries,1.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2110Z,Fabrication de produits pharmaceutiques de base,4.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2013B,Fabrication d'autres produits chimiques inorganiques de base n.c.a.,4.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2014Z,Fabrication d'autres produits chimiques organiques de base,4.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2059Z,Fabrication d'autres produits chimiques n.c.a.,3.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2016Z,Fabrication de matières plastiques de base,3.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2120Z,Fabrication de préparations pharmaceutiques,3.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2013A,Enrichissement et retraitement de matières nucléaires,2.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2017Z,Fabrication de caoutchouc synthétique,2.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2020Z,Fabrication de pesticides et d'autres produits agrochimiques,2.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,1920Z,Raffinage du pétrole,2.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2042Z,Fabrication de parfums et de produits pour la toilette,2.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2060Z,Fabrication de fibres artificielles ou synthétiques,1.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,2222Z,Fabrication d'emballages en matières plastiques,1.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,1105Z,Fabrication de bière,1.0
H2301,Conduite d'équipement de production chimique ou pharmaceutique,0899Z,Autres activités extractives n.c.a.,1.0
H2401,"Assemblage - montage d'articles en cuirs, peaux",1512Z,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",2.0
H2401,"Assemblage - montage d'articles en cuirs, peaux",1520Z,Fabrication de chaussures,2.0
H2401,"Assemblage - montage d'articles en cuirs, peaux",1411Z,Fabrication de vêtements en cuir,1.0
H2402,Assemblage - montage de vêtements et produits textiles,1413Z,Fabrication de vêtements de dessus,4.0
H2402,Assemblage - montage de vêtements et produits textiles,1411Z,Fabrication de vêtements en cuir,3.0
H2402,Assemblage - montage de vêtements et produits textiles,4641Z,Commerce de gros (commerce interentreprises) de textiles,2.0
H2402,Assemblage - montage de vêtements et produits textiles,1419Z,Fabrication d'autres vêtements et accessoires,2.0
H2402,Assemblage - montage de vêtements et produits textiles,1392Z,"Fabrication d'articles textiles, sauf habillement",2.0
H2402,Assemblage - montage de vêtements et produits textiles,1512Z,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",2.0
H2402,Assemblage - montage de vêtements et produits textiles,1420Z,Fabrication d'articles en fourrure,1.0
H2402,Assemblage - montage de vêtements et produits textiles,1412Z,Fabrication de vêtements de travail,1.0
H2402,Assemblage - montage de vêtements et produits textiles,1399Z,Fabrication d'autres textiles n.c.a.,1.0
H2402,Assemblage - montage de vêtements et produits textiles,1431Z,Fabrication d'articles chaussants à mailles,1.0
H2402,Assemblage - montage de vêtements et produits textiles,3109A,Fabrication de sièges d'ameublement d'intérieur,1.0
H2402,Assemblage - montage de vêtements et produits textiles,1439Z,Fabrication d'autres articles à mailles,1.0
H2402,Assemblage - montage de vêtements et produits textiles,1391Z,Fabrication d'étoffes à mailles,1.0
H2402,Assemblage - montage de vêtements et produits textiles,1414Z,Fabrication de vêtements de dessous,1.0
H2402,Assemblage - montage de vêtements et produits textiles,3103Z,Fabrication de matelas,1.0
H2403,Conduite de machine de fabrication de produits textiles,1391Z,Fabrication d'étoffes à mailles,4.0
H2403,Conduite de machine de fabrication de produits textiles,1320Z,Tissage,2.0
H2403,Conduite de machine de fabrication de produits textiles,1399Z,Fabrication d'autres textiles n.c.a.,2.0
H2403,Conduite de machine de fabrication de produits textiles,1439Z,Fabrication d'autres articles à mailles,2.0
H2403,Conduite de machine de fabrication de produits textiles,1396Z,Fabrication d'autres textiles techniques et industriels,1.0
H2404,Conduite de machine de production et transformation des fils,1310Z,Préparation de fibres textiles et filature,2.0
H2404,Conduite de machine de production et transformation des fils,2060Z,Fabrication de fibres artificielles ou synthétiques,2.0
H2404,Conduite de machine de production et transformation des fils,1320Z,Tissage,1.0
H2406,Conduite de machine de traitement textile,1330Z,Ennoblissement textile,2.0
H2407,Conduite de machine de transformation et de finition des cuirs et peaux,1511Z,Apprêt et tannage des cuirs ; préparation et teinture des fourrures,3.0
H2408,Conduite de machine d'impression textile,1330Z,Ennoblissement textile,1.0
H2409,"Coupe cuir, textile et matériaux souples",1411Z,Fabrication de vêtements en cuir,3.0
H2409,"Coupe cuir, textile et matériaux souples",1413Z,Fabrication de vêtements de dessus,1.0
H2410,"Mise en forme, repassage et finitions en industrie textile",1399Z,Fabrication d'autres textiles n.c.a.,2.0
H2410,"Mise en forme, repassage et finitions en industrie textile",1413Z,Fabrication de vêtements de dessus,1.0
H2410,"Mise en forme, repassage et finitions en industrie textile",4641Z,Commerce de gros (commerce interentreprises) de textiles,1.0
H2411,Montage de prototype cuir et matériaux souples,1413Z,Fabrication de vêtements de dessus,2.0
H2412,Patronnage - gradation,1420Z,Fabrication d'articles en fourrure,2.0
H2412,Patronnage - gradation,1413Z,Fabrication de vêtements de dessus,1.0
H2413,"Préparation de fils, montage de métiers textiles",1399Z,Fabrication d'autres textiles n.c.a.,1.0
H2413,"Préparation de fils, montage de métiers textiles",1320Z,Tissage,1.0
H2415,Contrôle en industrie du cuir et du textile,1439Z,Fabrication d'autres articles à mailles,2.0
H2415,Contrôle en industrie du cuir et du textile,1399Z,Fabrication d'autres textiles n.c.a.,2.0
H2415,Contrôle en industrie du cuir et du textile,1320Z,Tissage,1.0
H2501,Encadrement de production de matériel électrique et électronique,2823Z,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),1.0
H2502,Management et ingénierie de production,1042Z,Fabrication de margarine et graisses comestibles similaires,3.0
H2502,Management et ingénierie de production,2434Z,Tréfilage à froid,1.0
H2502,Management et ingénierie de production,6202A,Conseil en systèmes et logiciels informatiques,1.0
H2502,Management et ingénierie de production,2120Z,Fabrication de préparations pharmaceutiques,1.0
H2502,Management et ingénierie de production,3030Z,Construction aéronautique et spatiale,1.0
H2502,Management et ingénierie de production,7112B,"Ingénierie, études techniques",1.0
H2502,Management et ingénierie de production,2896Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,1.0
H2502,Management et ingénierie de production,1061B,Autres activités du travail des grains,1.0
H2502,Management et ingénierie de production,1062Z,Fabrication de produits amylacés,1.0
H2502,Management et ingénierie de production,2821Z,Fabrication de fours et brûleurs,1.0
H2502,Management et ingénierie de production,0892Z,Extraction de tourbe,1.0
H2502,Management et ingénierie de production,2891Z,Fabrication de machines pour la métallurgie,1.0
H2502,Management et ingénierie de production,7735Z,Location et location-bail de matériels de transport aérien,1.0
H2502,Management et ingénierie de production,0910Z,Activités de soutien à l'extraction d'hydrocarbures,1.0
H2502,Management et ingénierie de production,2343Z,Fabrication d'isolateurs et pièces isolantes en céramique,1.0
H2504,Encadrement d'équipe en industrie de transformation,3521Z,Production de combustibles gazeux,1.0
H2602,Câblage électrique et électromécanique,3320C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,4.0
H2602,Câblage électrique et électromécanique,2712Z,Fabrication de matériel de distribution et de commande électrique,3.0
H2602,Câblage électrique et électromécanique,2896Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,2.0
H2602,Câblage électrique et électromécanique,4321A,Travaux d'installation électrique dans tous locaux,2.0
H2602,Câblage électrique et électromécanique,3320D,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",2.0
H2602,Câblage électrique et électromécanique,2612Z,Fabrication de cartes électroniques assemblées,2.0
H2602,Câblage électrique et électromécanique,3030Z,Construction aéronautique et spatiale,2.0
H2602,Câblage électrique et électromécanique,6130Z,Télécommunications par satellite,1.0
H2602,Câblage électrique et électromécanique,2630Z,Fabrication d'équipements de communication,1.0
H2602,Câblage électrique et électromécanique,1820Z,Reproduction d'enregistrements,1.0
H2602,Câblage électrique et électromécanique,3313Z,Réparation de matériels électroniques et optiques,1.0
H2602,Câblage électrique et électromécanique,2651A,Fabrication d'équipements d'aide à la navigation,1.0
H2602,Câblage électrique et électromécanique,2895Z,Fabrication de machines pour les industries du papier et du carton,1.0
H2602,Câblage électrique et électromécanique,2320Z,Fabrication de produits réfractaires,1.0
H2602,Câblage électrique et électromécanique,2711Z,"Fabrication de moteurs, génératrices et transformateurs électriques",1.0
H2603,"Conduite d'installation automatisée de production électrique, électronique et microélectronique",2441Z,Production de métaux précieux,3.0
H2603,"Conduite d'installation automatisée de production électrique, électronique et microélectronique",2611Z,Fabrication de composants électroniques,2.0
H2603,"Conduite d'installation automatisée de production électrique, électronique et microélectronique",2612Z,Fabrication de cartes électroniques assemblées,2.0
H2603,"Conduite d'installation automatisée de production électrique, électronique et microélectronique",2660Z,"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques",1.0
H2603,"Conduite d'installation automatisée de production électrique, électronique et microélectronique",2720Z,Fabrication de piles et d'accumulateurs électriques,1.0
H2603,"Conduite d'installation automatisée de production électrique, électronique et microélectronique",2931Z,Fabrication d'équipements électriques et électroniques automobiles,1.0
H2603,"Conduite d'installation automatisée de production électrique, électronique et microélectronique",3250A,Fabrication de matériel médico-chirurgical et dentaire,1.0
H2604,Montage de produits électriques et électroniques,2612Z,Fabrication de cartes électroniques assemblées,2.0
H2604,Montage de produits électriques et électroniques,2611Z,Fabrication de composants électroniques,2.0
H2604,Montage de produits électriques et électroniques,2712Z,Fabrication de matériel de distribution et de commande électrique,1.0
H2604,Montage de produits électriques et électroniques,2733Z,Fabrication de matériel d'installation électrique,1.0
H2604,Montage de produits électriques et électroniques,2931Z,Fabrication d'équipements électriques et électroniques automobiles,1.0
H2604,Montage de produits électriques et électroniques,2651B,Fabrication d'instrumentation scientifique et technique,1.0
H2605,Montage et câblage électronique,2612Z,Fabrication de cartes électroniques assemblées,3.0
H2605,Montage et câblage électronique,2630Z,Fabrication d'équipements de communication,2.0
H2605,Montage et câblage électronique,2651B,Fabrication d'instrumentation scientifique et technique,2.0
H2605,Montage et câblage électronique,1104Z,Production d'autres boissons fermentées non distillées,1.0
H2605,Montage et câblage électronique,2651A,Fabrication d'équipements d'aide à la navigation,1.0
H2605,Montage et câblage électronique,2670Z,Fabrication de matériels optique et photographique,1.0
H2605,Montage et câblage électronique,2790Z,Fabrication d'autres matériels électriques,1.0
H2605,Montage et câblage électronique,2611Z,Fabrication de composants électroniques,1.0
H2701,Pilotage d'installation énergétique et pétrochimique,2013A,Enrichissement et retraitement de matières nucléaires,4.0
H2701,Pilotage d'installation énergétique et pétrochimique,1920Z,Raffinage du pétrole,4.0
H2701,Pilotage d'installation énergétique et pétrochimique,2446Z,Élaboration et transformation de matières nucléaires,3.0
H2701,Pilotage d'installation énergétique et pétrochimique,2017Z,Fabrication de caoutchouc synthétique,1.0
H2701,Pilotage d'installation énergétique et pétrochimique,0910Z,Activités de soutien à l'extraction d'hydrocarbures,1.0
H2701,Pilotage d'installation énergétique et pétrochimique,2012Z,Fabrication de colorants et de pigments,1.0
H2701,Pilotage d'installation énergétique et pétrochimique,2016Z,Fabrication de matières plastiques de base,1.0
H2701,Pilotage d'installation énergétique et pétrochimique,3822Z,Traitement et élimination des déchets dangereux,1.0
H2701,Pilotage d'installation énergétique et pétrochimique,2059Z,Fabrication d'autres produits chimiques n.c.a.,1.0
H2701,Pilotage d'installation énergétique et pétrochimique,2014Z,Fabrication d'autres produits chimiques organiques de base,1.0
H2801,Conduite d'équipement de transformation du verre,2313Z,Fabrication de verre creux,1.0
H2801,Conduite d'équipement de transformation du verre,2314Z,Fabrication de fibres de verre,1.0
H2803,Façonnage et émaillage en industrie céramique,2341Z,Fabrication d'articles céramiques à usage domestique ou ornemental,1.0
H2804,"Pilotage de centrale à béton prêt à l'emploi, ciment, enrobés et granulats",2363Z,Fabrication de béton prêt à l'emploi,2.0
H2805,Pilotage d'installation de production verrière,0892Z,Extraction de tourbe,1.0
H2901,Ajustement et montage de fabrication,3030Z,Construction aéronautique et spatiale,4.0
H2901,Ajustement et montage de fabrication,3316Z,Réparation et maintenance d'aéronefs et d'engins spatiaux,3.0
H2901,Ajustement et montage de fabrication,2896Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,2.0
H2901,Ajustement et montage de fabrication,2573A,Fabrication de moules et modèles,2.0
H2901,Ajustement et montage de fabrication,2441Z,Production de métaux précieux,2.0
H2901,Ajustement et montage de fabrication,2895Z,Fabrication de machines pour les industries du papier et du carton,2.0
H2901,Ajustement et montage de fabrication,2562B,Mécanique industrielle,2.0
H2901,Ajustement et montage de fabrication,2822Z,Fabrication de matériel de levage et de manutention,2.0
H2901,Ajustement et montage de fabrication,2320Z,Fabrication de produits réfractaires,1.0
H2901,Ajustement et montage de fabrication,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",1.0
H2901,Ajustement et montage de fabrication,2229A,Fabrication de pièces techniques à base de matières plastiques,1.0
H2901,Ajustement et montage de fabrication,3312Z,Réparation de machines et équipements mécaniques,1.0
H2901,Ajustement et montage de fabrication,2892Z,Fabrication de machines pour l'extraction ou la construction,1.0
H2901,Ajustement et montage de fabrication,2812Z,Fabrication d'équipements hydrauliques et pneumatiques,1.0
H2901,Ajustement et montage de fabrication,3521Z,Production de combustibles gazeux,1.0
H2902,Chaudronnerie - tôlerie,3311Z,Réparation d'ouvrages en métaux,4.0
H2902,Chaudronnerie - tôlerie,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",4.0
H2902,Chaudronnerie - tôlerie,2529Z,"Fabrication d'autres réservoirs, citernes et conteneurs métalliques",3.0
H2902,Chaudronnerie - tôlerie,2511Z,Fabrication de structures métalliques et de parties de structures,3.0
H2902,Chaudronnerie - tôlerie,2920Z,Fabrication de carrosseries et remorques,3.0
H2902,Chaudronnerie - tôlerie,7722Z,Location de vidéocassettes et disques vidéo,2.0
H2902,Chaudronnerie - tôlerie,3312Z,Réparation de machines et équipements mécaniques,2.0
H2902,Chaudronnerie - tôlerie,2562B,Mécanique industrielle,2.0
H2902,Chaudronnerie - tôlerie,3030Z,Construction aéronautique et spatiale,2.0
H2902,Chaudronnerie - tôlerie,4332B,Travaux de menuiserie métallique et serrurerie,2.0
H2902,Chaudronnerie - tôlerie,2550B,"Découpage, emboutissage",2.0
H2902,Chaudronnerie - tôlerie,3315Z,Réparation et maintenance navale,2.0
H2902,Chaudronnerie - tôlerie,3040Z,Construction de véhicules militaires de combat,2.0
H2902,Chaudronnerie - tôlerie,2530Z,"Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central",2.0
H2902,Chaudronnerie - tôlerie,2893Z,Fabrication de machines pour l'industrie agro-alimentaire,2.0
H2903,Conduite d'équipement d'usinage,2562A,Décolletage,4.0
H2903,Conduite d'équipement d'usinage,2815Z,Fabrication d'engrenages et d'organes mécaniques de transmission,4.0
H2903,Conduite d'équipement d'usinage,2562B,Mécanique industrielle,4.0
H2903,Conduite d'équipement d'usinage,2573B,Fabrication d'autres outillages,3.0
H2903,Conduite d'équipement d'usinage,2594Z,Fabrication de vis et de boulons,3.0
H2903,Conduite d'équipement d'usinage,2550A,"Forge, estampage, matriçage ; métallurgie des poudres",3.0
H2903,Conduite d'équipement d'usinage,2573A,Fabrication de moules et modèles,3.0
H2903,Conduite d'équipement d'usinage,2454Z,Fonderie d'autres métaux non ferreux,2.0
H2903,Conduite d'équipement d'usinage,2229A,Fabrication de pièces techniques à base de matières plastiques,2.0
